songId,bar,beat,time
bohemian-rhapsody,36,1,53.846
bohemian-rhapsody,36,2,54.615
bohemian-rhapsody,37,1,55.385
bohemian-rhapsody,37,2,56.154
bohemian-rhapsody,38,1,56.923
bohemian-rhapsody,38,2,57.692
bohemian-rhapsody,39,1,58.462
bohemian-rhapsody,39,2,59.231
bohemian-rhapsody,40,1,60
bohemian-rhapsody,40,2,60.769
bohemian-rhapsody,41,1,61.538
bohemian-rhapsody,41,2,62.308
bohemian-rhapsody,42,1,63.077
bohemian-rhapsody,42,2,63.846
bohemian-rhapsody,43,1,64.615
bohemian-rhapsody,43,2,65.385
bohemian-rhapsody,44,1,66.154
bohemian-rhapsody,44,2,66.923
bohemian-rhapsody,45,1,67.692
bohemian-rhapsody,45,2,68.462
bohemian-rhapsody,46,1,69.231
bohemian-rhapsody,46,2,70
bohemian-rhapsody,47,1,70.769
bohemian-rhapsody,47,2,71.538
bohemian-rhapsody,48,1,72.308
bohemian-rhapsody,48,2,73.077
bohemian-rhapsody,49,1,73.846
bohemian-rhapsody,49,2,74.615
bohemian-rhapsody,50,1,75.385
bohemian-rhapsody,50,2,76.154
bohemian-rhapsody,51,1,76.923
bohemian-rhapsody,51,2,77.692
bohemian-rhapsody,52,1,78.462
bohemian-rhapsody,52,2,79.231
bohemian-rhapsody,53,1,80
bohemian-rhapsody,53,2,80.769
bohemian-rhapsody,54,1,81.538
bohemian-rhapsody,54,2,82.308
bohemian-rhapsody,55,1,83.077
bohemian-rhapsody,55,2,83.846
bohemian-rhapsody,56,1,84.615
bohemian-rhapsody,56,2,85.385
bohemian-rhapsody,57,1,86.154
bohemian-rhapsody,57,2,86.923
bohemian-rhapsody,58,1,87.692
bohemian-rhapsody,58,2,88.462
bohemian-rhapsody,59,1,89.231
bohemian-rhapsody,59,2,90
bohemian-rhapsody,60,1,90.769
bohemian-rhapsody,60,2,91.538
bohemian-rhapsody,61,1,92.308
bohemian-rhapsody,61,2,93.077
bohemian-rhapsody,62,1,93.846
bohemian-rhapsody,62,2,94.615
bohemian-rhapsody,63,1,95.385
bohemian-rhapsody,63,2,96.154
bohemian-rhapsody,64,1,96.923
bohemian-rhapsody,64,2,97.692
bohemian-rhapsody,65,1,98.462
bohemian-rhapsody,65,2,99.231
bohemian-rhapsody,66,1,100
bohemian-rhapsody,66,2,100.769
bohemian-rhapsody,67,1,101.538
bohemian-rhapsody,67,2,102.308
bohemian-rhapsody,68,1,103.077
bohemian-rhapsody,68,2,103.846
bohemian-rhapsody,69,1,104.615
bohemian-rhapsody,69,2,105.385
bohemian-rhapsody,70,1,106.154
bohemian-rhapsody,70,2,106.923
bohemian-rhapsody,71,1,107.692
bohemian-rhapsody,71,2,108.462
bohemian-rhapsody,72,1,109.231
bohemian-rhapsody,72,2,110
bohemian-rhapsody,73,1,110.769
bohemian-rhapsody,73,2,111.538
bohemian-rhapsody,74,1,112.308
bohemian-rhapsody,74,2,113.077
bohemian-rhapsody,75,1,113.846
bohemian-rhapsody,75,2,114.615
bohemian-rhapsody,76,1,115.385
bohemian-rhapsody,76,2,116.154
bohemian-rhapsody,77,1,116.923
bohemian-rhapsody,77,2,117.692
bohemian-rhapsody,78,1,118.462
bohemian-rhapsody,78,2,119.231
bohemian-rhapsody,79,1,120
bohemian-rhapsody,79,2,120.769
bohemian-rhapsody,80,1,121.538
bohemian-rhapsody,80,2,122.308
bohemian-rhapsody,81,1,123.077
bohemian-rhapsody,81,2,123.846
bohemian-rhapsody,82,1,124.615
bohemian-rhapsody,82,2,125.385
bohemian-rhapsody,83,1,126.154
bohemian-rhapsody,83,2,126.923
bohemian-rhapsody,84,1,127.692
bohemian-rhapsody,84,2,128.462
bohemian-rhapsody,85,1,129.231
bohemian-rhapsody,85,2,130
bohemian-rhapsody,86,1,130.769
bohemian-rhapsody,86,2,131.538
bohemian-rhapsody,87,1,132.308
bohemian-rhapsody,87,2,133.077
bohemian-rhapsody,88,1,133.846
bohemian-rhapsody,88,2,134.615
bohemian-rhapsody,89,1,135.385
bohemian-rhapsody,89,2,136.154
bohemian-rhapsody,90,1,136.923
bohemian-rhapsody,90,2,137.692
bohemian-rhapsody,91,1,138.462
bohemian-rhapsody,91,2,139.231
bohemian-rhapsody,92,1,140
bohemian-rhapsody,92,2,140.769
bohemian-rhapsody,93,1,141.538
bohemian-rhapsody,93,2,142.308
bohemian-rhapsody,94,1,143.077
bohemian-rhapsody,94,2,143.846
bohemian-rhapsody,95,1,144.615
bohemian-rhapsody,95,2,145.385
bohemian-rhapsody,96,1,146.154
bohemian-rhapsody,96,2,146.923
bohemian-rhapsody,97,1,147.692
bohemian-rhapsody,97,2,148.462
bohemian-rhapsody,98,1,149.231
bohemian-rhapsody,98,2,150
bohemian-rhapsody,99,1,150.769
bohemian-rhapsody,99,2,151.538
bohemian-rhapsody,100,1,152.308
bohemian-rhapsody,100,2,153.077
bohemian-rhapsody,101,1,153.846
bohemian-rhapsody,101,2,154.615
bohemian-rhapsody,102,1,155.385
bohemian-rhapsody,102,2,156.154
bohemian-rhapsody,103,1,156.923
bohemian-rhapsody,103,2,157.692
bohemian-rhapsody,104,1,158.462
bohemian-rhapsody,104,2,159.231
bohemian-rhapsody,105,1,160
bohemian-rhapsody,105,2,160.769
bohemian-rhapsody,106,1,161.538
bohemian-rhapsody,106,2,162.308
bohemian-rhapsody,107,1,163.077
bohemian-rhapsody,107,2,163.846
bohemian-rhapsody,108,1,164.615
bohemian-rhapsody,108,2,165.385
bohemian-rhapsody,109,1,166.154
bohemian-rhapsody,109,2,166.923
bohemian-rhapsody,110,1,167.692
bohemian-rhapsody,110,2,168.462
bohemian-rhapsody,111,1,169.231
bohemian-rhapsody,111,2,170
bohemian-rhapsody,112,1,170.769
bohemian-rhapsody,112,2,171.538
bohemian-rhapsody,113,1,172.308
bohemian-rhapsody,113,2,173.077
bohemian-rhapsody,114,1,173.846
bohemian-rhapsody,114,2,174.615
bohemian-rhapsody,115,1,175.385
bohemian-rhapsody,115,2,176.154
bohemian-rhapsody,116,1,176.923
bohemian-rhapsody,116,2,177.692
bohemian-rhapsody,117,1,178.462
bohemian-rhapsody,117,2,179.231
bohemian-rhapsody,118,1,180
bohemian-rhapsody,118,2,180.769
bohemian-rhapsody,119,1,181.538
bohemian-rhapsody,119,2,182.308
bohemian-rhapsody,120,1,183.077
bohemian-rhapsody,120,2,183.846
bohemian-rhapsody,121,1,184.615
bohemian-rhapsody,121,2,185.385
bohemian-rhapsody,122,1,186.154
bohemian-rhapsody,122,2,186.923
bohemian-rhapsody,123,1,187.692
bohemian-rhapsody,123,2,188.462
bohemian-rhapsody,124,1,189.231
bohemian-rhapsody,124,2,190
bohemian-rhapsody,125,1,190.769
bohemian-rhapsody,125,2,191.538
bohemian-rhapsody,126,1,192.308
bohemian-rhapsody,126,2,193.077
bohemian-rhapsody,127,1,193.846
bohemian-rhapsody,127,2,194.615
bohemian-rhapsody,128,1,195.385
bohemian-rhapsody,128,2,196.154
bohemian-rhapsody,129,1,196.923
bohemian-rhapsody,129,2,197.692
bohemian-rhapsody,130,1,198.462
bohemian-rhapsody,130,2,199.231
bohemian-rhapsody,131,1,200
bohemian-rhapsody,131,2,200.769
bohemian-rhapsody,132,1,201.538
bohemian-rhapsody,132,2,202.308
bohemian-rhapsody,133,1,203.077
bohemian-rhapsody,133,2,203.846
bohemian-rhapsody,134,1,204.615
bohemian-rhapsody,134,2,205.385
bohemian-rhapsody,135,1,206.154
bohemian-rhapsody,135,2,206.923
bohemian-rhapsody,136,1,207.692
bohemian-rhapsody,136,2,208.462
bohemian-rhapsody,137,1,209.231
bohemian-rhapsody,137,2,210
bohemian-rhapsody,138,1,210.769
bohemian-rhapsody,138,2,211.538
bohemian-rhapsody,139,1,212.308
bohemian-rhapsody,139,2,213.077
bohemian-rhapsody,140,1,213.846
bohemian-rhapsody,140,2,214.615
bohemian-rhapsody,141,1,215.385
bohemian-rhapsody,141,2,216.154
bohemian-rhapsody,142,1,216.923
bohemian-rhapsody,142,2,217.692
bohemian-rhapsody,143,1,218.462
bohemian-rhapsody,143,2,219.231
bohemian-rhapsody,144,1,220
bohemian-rhapsody,144,2,220.769
bohemian-rhapsody,145,1,221.538
bohemian-rhapsody,145,2,222.308
bohemian-rhapsody,146,1,223.077
bohemian-rhapsody,146,2,223.846
bohemian-rhapsody,147,1,224.615
bohemian-rhapsody,147,2,225.385
bohemian-rhapsody,148,1,226.154
bohemian-rhapsody,148,2,226.923
bohemian-rhapsody,149,1,227.692
bohemian-rhapsody,149,2,228.462
bohemian-rhapsody,150,1,229.231
bohemian-rhapsody,150,2,230
bohemian-rhapsody,151,1,230.769
bohemian-rhapsody,151,2,231.538
bohemian-rhapsody,152,1,232.308
bohemian-rhapsody,152,2,233.077
bohemian-rhapsody,153,1,233.846
bohemian-rhapsody,153,2,234.615
bohemian-rhapsody,154,1,235.385
bohemian-rhapsody,154,2,236.154
bohemian-rhapsody,155,1,236.923
bohemian-rhapsody,155,2,237.692
bohemian-rhapsody,156,1,238.462
bohemian-rhapsody,156,2,239.231
bohemian-rhapsody,157,1,240
bohemian-rhapsody,157,2,240.769
bohemian-rhapsody,158,1,241.538
bohemian-rhapsody,158,2,242.308
bohemian-rhapsody,159,1,243.077
bohemian-rhapsody,159,2,243.846
bohemian-rhapsody,160,1,244.615
bohemian-rhapsody,160,2,245.385
bohemian-rhapsody,161,1,246.154
bohemian-rhapsody,161,2,246.923
bohemian-rhapsody,162,1,247.692
bohemian-rhapsody,162,2,248.462
bohemian-rhapsody,163,1,249.231
bohemian-rhapsody,163,2,250
bohemian-rhapsody,164,1,250.769
bohemian-rhapsody,164,2,251.538
bohemian-rhapsody,165,1,252.308
bohemian-rhapsody,165,2,253.077
bohemian-rhapsody,166,1,253.846
bohemian-rhapsody,166,2,254.615
bohemian-rhapsody,167,1,255.385
bohemian-rhapsody,167,2,256.154
bohemian-rhapsody,168,1,256.923
bohemian-rhapsody,168,2,257.692
bohemian-rhapsody,169,1,258.462
bohemian-rhapsody,169,2,259.231
bohemian-rhapsody,170,1,260
bohemian-rhapsody,170,2,260.769
bohemian-rhapsody,171,1,261.538
bohemian-rhapsody,171,2,262.308
bohemian-rhapsody,172,1,263.077
bohemian-rhapsody,172,2,263.846
bohemian-rhapsody,173,1,264.615
bohemian-rhapsody,173,2,265.385
bohemian-rhapsody,174,1,266.154
bohemian-rhapsody,174,2,266.923
bohemian-rhapsody,175,1,267.692
bohemian-rhapsody,175,2,268.462
bohemian-rhapsody,176,1,269.231
bohemian-rhapsody,176,2,270
bohemian-rhapsody,177,1,270.769
bohemian-rhapsody,177,2,271.538
bohemian-rhapsody,178,1,272.308
bohemian-rhapsody,178,2,273.077
bohemian-rhapsody,179,1,273.846
bohemian-rhapsody,179,2,274.615
bohemian-rhapsody,180,1,275.385
bohemian-rhapsody,180,2,276.154
bohemian-rhapsody,181,1,276.923
bohemian-rhapsody,181,2,277.692
bohemian-rhapsody,182,1,278.462
bohemian-rhapsody,182,2,279.231
bohemian-rhapsody,183,1,280
bohemian-rhapsody,183,2,280.769
bohemian-rhapsody,184,1,281.538
bohemian-rhapsody,184,2,282.308
bohemian-rhapsody,185,1,283.077
bohemian-rhapsody,185,2,283.846
bohemian-rhapsody,186,1,284.615
bohemian-rhapsody,186,2,285.385
bohemian-rhapsody,187,1,286.154
bohemian-rhapsody,187,2,286.923
bohemian-rhapsody,188,1,287.692
bohemian-rhapsody,188,2,288.462
bohemian-rhapsody,189,1,289.231
bohemian-rhapsody,189,2,290
bohemian-rhapsody,190,1,290.769
bohemian-rhapsody,190,2,291.538
bohemian-rhapsody,191,1,292.308
bohemian-rhapsody,191,2,293.077
bohemian-rhapsody,192,1,293.846
bohemian-rhapsody,192,2,294.615
bohemian-rhapsody,193,1,295.385
bohemian-rhapsody,193,2,296.154
bohemian-rhapsody,194,1,296.923
bohemian-rhapsody,194,2,297.692
bohemian-rhapsody,195,1,298.462
bohemian-rhapsody,195,2,299.231
bohemian-rhapsody,196,1,300
bohemian-rhapsody,196,2,300.769
bohemian-rhapsody,197,1,301.538
bohemian-rhapsody,197,2,302.308
bohemian-rhapsody,198,1,303.077
bohemian-rhapsody,198,2,303.846
bohemian-rhapsody,199,1,304.615
bohemian-rhapsody,199,2,305.385
bohemian-rhapsody,200,1,306.154
bohemian-rhapsody,200,2,306.923
bohemian-rhapsody,201,1,307.692
bohemian-rhapsody,201,2,308.462
bohemian-rhapsody,202,1,309.231
bohemian-rhapsody,202,2,310
bohemian-rhapsody,203,1,310.769
bohemian-rhapsody,203,2,311.538
bohemian-rhapsody,204,1,312.308
bohemian-rhapsody,204,2,313.077
bohemian-rhapsody,205,1,313.846
bohemian-rhapsody,205,2,314.615
bohemian-rhapsody,206,1,315.385
bohemian-rhapsody,206,2,316.154
bohemian-rhapsody,207,1,316.923
bohemian-rhapsody,207,2,317.692
bohemian-rhapsody,208,1,318.462
bohemian-rhapsody,208,2,319.231
bohemian-rhapsody,209,1,320
bohemian-rhapsody,209,2,320.769
bohemian-rhapsody,210,1,321.538
bohemian-rhapsody,210,2,322.308
bohemian-rhapsody,211,1,323.077
bohemian-rhapsody,211,2,323.846
bohemian-rhapsody,212,1,324.615
bohemian-rhapsody,212,2,325.385
bohemian-rhapsody,213,1,326.154
bohemian-rhapsody,213,2,326.923
bohemian-rhapsody,214,1,327.692
