songId,bar,time
bohemian-rhapsody,68,103.077
bohemian-rhapsody,69,104.615
bohemian-rhapsody,70,106.154
bohemian-rhapsody,71,107.692
bohemian-rhapsody,72,109.231
bohemian-rhapsody,73,110.769
bohemian-rhapsody,74,112.308
bohemian-rhapsody,75,113.846
bohemian-rhapsody,76,115.385
bohemian-rhapsody,77,116.923
bohemian-rhapsody,78,118.462
bohemian-rhapsody,79,120
bohemian-rhapsody,80,121.538
bohemian-rhapsody,81,123.077
bohemian-rhapsody,82,124.615
bohemian-rhapsody,83,126.154
bohemian-rhapsody,84,127.692
bohemian-rhapsody,85,129.231
bohemian-rhapsody,86,130.769
bohemian-rhapsody,87,132.308
bohemian-rhapsody,88,133.846
bohemian-rhapsody,89,135.385
bohemian-rhapsody,90,136.923
bohemian-rhapsody,91,138.462
bohemian-rhapsody,92,140
bohemian-rhapsody,93,141.538
bohemian-rhapsody,94,143.077
bohemian-rhapsody,95,144.615
bohemian-rhapsody,96,146.154
bohemian-rhapsody,97,147.692
bohemian-rhapsody,98,149.231
bohemian-rhapsody,99,150.769
bohemian-rhapsody,100,152.308
bohemian-rhapsody,101,153.846
bohemian-rhapsody,102,155.385
bohemian-rhapsody,103,156.923
bohemian-rhapsody,104,158.462
bohemian-rhapsody,105,160
bohemian-rhapsody,106,161.538
bohemian-rhapsody,107,163.077
bohemian-rhapsody,108,164.615
bohemian-rhapsody,109,166.154
bohemian-rhapsody,110,167.692
bohemian-rhapsody,111,169.231
bohemian-rhapsody,112,170.769
bohemian-rhapsody,113,172.308
bohemian-rhapsody,114,173.846
bohemian-rhapsody,115,175.385
bohemian-rhapsody,116,176.923
bohemian-rhapsody,117,178.462
bohemian-rhapsody,118,180
bohemian-rhapsody,119,181.538
bohemian-rhapsody,120,183.077
bohemian-rhapsody,121,184.615
bohemian-rhapsody,122,186.154
bohemian-rhapsody,123,187.692
bohemian-rhapsody,124,189.231
bohemian-rhapsody,125,190.769
bohemian-rhapsody,126,192.308
bohemian-rhapsody,127,193.846
bohemian-rhapsody,128,195.385
bohemian-rhapsody,129,196.923
bohemian-rhapsody,130,198.462
bohemian-rhapsody,131,200
bohemian-rhapsody,132,201.538
bohemian-rhapsody,133,203.077
bohemian-rhapsody,134,204.615
bohemian-rhapsody,135,206.154
bohemian-rhapsody,136,207.692
bohemian-rhapsody,137,209.231
bohemian-rhapsody,138,210.769
bohemian-rhapsody,139,212.308
bohemian-rhapsody,140,213.846
bohemian-rhapsody,141,215.385
bohemian-rhapsody,142,216.923
bohemian-rhapsody,143,218.462
bohemian-rhapsody,144,220
bohemian-rhapsody,145,221.538
bohemian-rhapsody,146,223.077
bohemian-rhapsody,147,224.615
bohemian-rhapsody,148,226.154
bohemian-rhapsody,149,227.692
bohemian-rhapsody,150,229.231
bohemian-rhapsody,151,230.769
bohemian-rhapsody,152,232.308
bohemian-rhapsody,153,233.846
bohemian-rhapsody,154,235.385
bohemian-rhapsody,155,236.923
bohemian-rhapsody,156,238.462
bohemian-rhapsody,157,240
bohemian-rhapsody,158,241.538
bohemian-rhapsody,159,243.077
bohemian-rhapsody,160,244.615
bohemian-rhapsody,161,246.154
bohemian-rhapsody,162,247.692
bohemian-rhapsody,163,249.231
bohemian-rhapsody,164,250.769
bohemian-rhapsody,165,252.308
bohemian-rhapsody,166,253.846
bohemian-rhapsody,167,255.385
bohemian-rhapsody,168,256.923
bohemian-rhapsody,169,258.462
bohemian-rhapsody,170,260
bohemian-rhapsody,171,261.538
bohemian-rhapsody,172,263.077
bohemian-rhapsody,173,264.615
bohemian-rhapsody,174,266.154
bohemian-rhapsody,175,267.692
bohemian-rhapsody,176,269.231
bohemian-rhapsody,177,270.769
bohemian-rhapsody,178,272.308
bohemian-rhapsody,179,273.846
bohemian-rhapsody,180,275.385
bohemian-rhapsody,181,276.923
bohemian-rhapsody,182,278.462
bohemian-rhapsody,183,280
bohemian-rhapsody,184,281.538
bohemian-rhapsody,185,283.077
bohemian-rhapsody,186,284.615
bohemian-rhapsody,187,286.154
bohemian-rhapsody,188,287.692
bohemian-rhapsody,189,289.231
bohemian-rhapsody,190,290.769
bohemian-rhapsody,191,292.308
bohemian-rhapsody,192,293.846
bohemian-rhapsody,193,295.385
bohemian-rhapsody,194,296.923
bohemian-rhapsody,195,298.462
bohemian-rhapsody,196,300
bohemian-rhapsody,197,301.538
bohemian-rhapsody,198,303.077
bohemian-rhapsody,199,304.615
bohemian-rhapsody,200,306.154
bohemian-rhapsody,201,307.692
bohemian-rhapsody,202,309.231
bohemian-rhapsody,203,310.769
bohemian-rhapsody,204,312.308
bohemian-rhapsody,205,313.846
bohemian-rhapsody,206,315.385
bohemian-rhapsody,207,316.923
bohemian-rhapsody,208,318.462
bohemian-rhapsody,209,320
bohemian-rhapsody,210,321.538
bohemian-rhapsody,211,323.077
bohemian-rhapsody,212,324.615
bohemian-rhapsody,213,326.154
bohemian-rhapsody,214,327.692
