songId,bar,beat,time
fur-elise,62,1,69.057
fur-elise,62,2,69.434
fur-elise,62,3,69.811
fur-elise,63,1,70.189
fur-elise,63,2,70.566
fur-elise,63,3,70.943
fur-elise,64,1,71.321
fur-elise,64,2,71.698
fur-elise,64,3,72.075
fur-elise,65,1,72.453
fur-elise,65,2,72.83
fur-elise,65,3,73.208
fur-elise,66,1,73.585
fur-elise,66,2,73.962
fur-elise,66,3,74.34
fur-elise,67,1,74.717
fur-elise,67,2,75.094
fur-elise,67,3,75.472
fur-elise,68,1,75.849
fur-elise,68,2,76.226
fur-elise,68,3,76.604
fur-elise,69,1,76.981
fur-elise,69,2,77.358
fur-elise,69,3,77.736
fur-elise,70,1,78.113
fur-elise,70,2,78.491
fur-elise,70,3,78.868
fur-elise,71,1,79.245
fur-elise,71,2,79.623
fur-elise,71,3,80
fur-elise,72,1,80.377
fur-elise,72,2,80.755
fur-elise,72,3,81.132
fur-elise,73,1,81.509
fur-elise,73,2,81.887
fur-elise,73,3,82.264
fur-elise,74,1,82.642
fur-elise,74,2,83.019
fur-elise,74,3,83.396
fur-elise,75,1,83.774
fur-elise,75,2,84.151
fur-elise,75,3,84.528
fur-elise,76,1,84.906
fur-elise,76,2,85.283
fur-elise,76,3,85.66
fur-elise,77,1,86.038
fur-elise,77,2,86.415
fur-elise,77,3,86.792
fur-elise,78,1,87.17
fur-elise,78,2,87.547
fur-elise,78,3,87.925
fur-elise,79,1,88.302
fur-elise,79,2,88.679
fur-elise,79,3,89.057
fur-elise,80,1,89.434
fur-elise,80,2,89.811
fur-elise,80,3,90.189
fur-elise,81,1,90.566
fur-elise,81,2,90.943
fur-elise,81,3,91.321
fur-elise,82,1,91.698
fur-elise,82,2,92.075
fur-elise,82,3,92.453
fur-elise,83,1,92.83
fur-elise,83,2,93.208
fur-elise,83,3,93.585
fur-elise,84,1,93.962
fur-elise,84,2,94.34
fur-elise,84,3,94.717
fur-elise,85,1,95.094
fur-elise,85,2,95.472
fur-elise,85,3,95.849
fur-elise,86,1,96.226
fur-elise,86,2,96.604
fur-elise,86,3,96.981
fur-elise,87,1,97.358
fur-elise,87,2,97.736
fur-elise,87,3,98.113
fur-elise,88,1,98.491
fur-elise,88,2,98.868
fur-elise,88,3,99.245
fur-elise,89,1,99.623
fur-elise,89,2,100
fur-elise,89,3,100.377
fur-elise,90,1,100.755
fur-elise,90,2,101.132
fur-elise,90,3,101.509
fur-elise,91,1,101.887
fur-elise,91,2,102.264
fur-elise,91,3,102.642
fur-elise,92,1,103.019
fur-elise,92,2,103.396
fur-elise,92,3,103.774
fur-elise,93,1,104.151
fur-elise,93,2,104.528
fur-elise,93,3,104.906
fur-elise,94,1,105.283
fur-elise,94,2,105.66
fur-elise,94,3,106.038
fur-elise,95,1,106.415
fur-elise,95,2,106.792
fur-elise,95,3,107.17
fur-elise,96,1,107.547
fur-elise,96,2,107.925
fur-elise,96,3,108.302
fur-elise,97,1,108.679
fur-elise,97,2,109.057
fur-elise,97,3,109.434
fur-elise,98,1,109.811
fur-elise,98,2,110.189
fur-elise,98,3,110.566
fur-elise,99,1,110.943
fur-elise,99,2,111.321
fur-elise,99,3,111.698
fur-elise,100,1,112.075
fur-elise,100,2,112.453
fur-elise,100,3,112.83
fur-elise,101,1,113.208
fur-elise,101,2,113.585
fur-elise,101,3,113.962
fur-elise,102,1,114.34
fur-elise,102,2,114.717
fur-elise,102,3,115.094
fur-elise,103,1,115.472
fur-elise,103,2,115.849
fur-elise,103,3,116.226
fur-elise,104,1,116.604
fur-elise,104,2,116.981
fur-elise,104,3,117.358
fur-elise,105,1,117.736
fur-elise,105,2,118.113
fur-elise,105,3,118.491
fur-elise,106,1,118.868
fur-elise,106,2,119.245
fur-elise,106,3,119.623
fur-elise,107,1,120
fur-elise,107,2,120.377
fur-elise,107,3,120.755
fur-elise,108,1,121.132
fur-elise,108,2,121.509
fur-elise,108,3,121.887
fur-elise,109,1,122.264
fur-elise,109,2,122.642
fur-elise,109,3,123.019
fur-elise,110,1,123.396
fur-elise,110,2,123.774
fur-elise,110,3,124.151
fur-elise,111,1,124.528
fur-elise,111,2,124.906
fur-elise,111,3,125.283
fur-elise,112,1,125.66
fur-elise,112,2,126.038
fur-elise,112,3,126.415
fur-elise,113,1,126.792
fur-elise,113,2,127.17
fur-elise,113,3,127.547
fur-elise,114,1,127.925
fur-elise,114,2,128.302
fur-elise,114,3,128.679
fur-elise,115,1,129.057
fur-elise,115,2,129.434
fur-elise,115,3,129.811
fur-elise,116,1,130.189
fur-elise,116,2,130.566
fur-elise,116,3,130.943
